ENSG00000000003	TSPAN6	Moderately enriched	Late spermatids
ENSG00000000005	TNMD	Moderately enriched	Adipocytes
ENSG00000000419	DPM1	Ubiquitous low	detected=100.00%,high=98.00%
ENSG00000000457	SCYL3	Mixed high	detected=98.00%,high=27.00%
ENSG00000000460	C1orf112	Mixed high	detected=82.00%,high=7.00%
ENSG00000000938	FGR	Mixed high	detected=38.00%,high=14.00%
ENSG00000000971	CFH	Mixed high	detected=71.00%,high=38.00%
ENSG00000001036	FUCA2	Mixed high	detected=97.00%,high=77.00%
ENSG00000001084	GCLC	Mixed high	detected=98.00%,high=76.00%
ENSG00000001167	NFYA	Mixed high	detected=93.00%,high=22.00%
ENSG00000001460	STPG1	Group enriched	Late spermatids,Early spermatids
ENSG00000001461	NIPAL3	Ubiquitous low	detected=100.00%,high=67.00%
ENSG00000001497	LAS1L	Ubiquitous low	detected=100.00%,high=95.00%
ENSG00000001561	ENPP4	Mixed high	detected=87.00%,high=58.00%
ENSG00000001617	SEMA3F	Mixed high	detected=56.00%,high=19.00%
ENSG00000001626	CFTR	Mixed high	detected=45.00%,high=22.00%
ENSG00000001629	ANKIB1	Ubiquitous low	detected=100.00%,high=96.00%
ENSG00000001630	CYP51A1	Mixed high	detected=91.00%,high=29.00%
ENSG00000001631	KRIT1	Ubiquitous low	detected=100.00%,high=80.00%
ENSG00000002016	RAD52	Mixed high	detected=92.00%,high=7.00%
ENSG00000002330	BAD	Ubiquitous low	detected=100.00%,high=93.00%
ENSG00000002549	LAP3	Ubiquitous low	detected=100.00%,high=92.00%
ENSG00000002586	CD99	Mixed high	detected=95.00%,high=88.00%
ENSG00000002587	HS3ST1	Mixed high	detected=75.00%,high=43.00%
ENSG00000002726	AOC1	Mixed high	detected=35.00%,high=13.00%
ENSG00000002745	WNT16	Mixed low	detected=12.00%,high=0.00%
ENSG00000002746	HECW1	Group enriched	Excitatory neurons,Oligodendrocyte precursor cells,Inhibitory neurons,Early spermatids,Late spermatids
ENSG00000002822	MAD1L1	Mixed high	detected=48.00%,high=11.00%
ENSG00000002834	LASP1	Ubiquitous low	detected=100.00%,high=88.00%
ENSG00000002919	SNX11	Ubiquitous low	detected=100.00%,high=22.00%
ENSG00000002933	TMEM176A	Mixed high	detected=83.00%,high=51.00%
ENSG00000003056	M6PR	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000003096	KLHL13	Mixed high	detected=70.00%,high=14.00%
ENSG00000003137	CYP26B1	Group enriched	Peritubular cells,Leydig cells
ENSG00000003147	ICA1	Group enriched	Late spermatids,Early spermatids
ENSG00000003249	DBNDD1	Mixed high	detected=66.00%,high=14.00%
ENSG00000003393	ALS2	Mixed high	detected=98.00%,high=55.00%
ENSG00000003400	CASP10	Mixed high	detected=72.00%,high=34.00%
ENSG00000003402	CFLAR	Ubiquitous low	detected=100.00%,high=96.00%
ENSG00000003436	TFPI	Mixed high	detected=87.00%,high=61.00%
ENSG00000003509	NDUFAF7	Ubiquitous low	detected=100.00%,high=46.00%
ENSG00000003756	RBM5	Ubiquitous low	detected=100.00%,high=96.00%
ENSG00000003987	MTMR7	Mixed high	detected=30.00%,high=11.00%
ENSG00000003989	SLC7A2	Mixed high	detected=86.00%,high=48.00%
ENSG00000004059	ARF5	Ubiquitous low	detected=100.00%,high=98.00%
ENSG00000004139	SARM1	Mixed high	detected=87.00%,high=12.00%
ENSG00000004142	POLDIP2	Ubiquitous low	detected=100.00%,high=96.00%
ENSG00000004399	PLXND1	Mixed high	detected=80.00%,high=33.00%
ENSG00000004455	AK2	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000004468	CD38	Mixed high	detected=50.00%,high=19.00%
ENSG00000004478	FKBP4	Ubiquitous low	detected=100.00%,high=96.00%
ENSG00000004487	KDM1A	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000004534	RBM6	Ubiquitous low	detected=100.00%,high=98.00%
ENSG00000004660	CAMKK1	Mixed high	detected=74.00%,high=8.00%
ENSG00000004700	RECQL	Mixed high	detected=98.00%,high=82.00%
ENSG00000004766	VPS50	Mixed high	detected=97.00%,high=43.00%
ENSG00000004776	HSPB6	Mixed high	detected=53.00%,high=18.00%
ENSG00000004777	ARHGAP33	Mixed high	detected=71.00%,high=11.00%
ENSG00000004779	NDUFAB1	Ubiquitous low	detected=100.00%,high=96.00%
ENSG00000004799	PDK4	Mixed high	detected=92.00%,high=72.00%
ENSG00000004809	SLC22A16	Group enriched	Erythroid cells,Early spermatids,Spermatocytes,Late spermatids
ENSG00000004838	ZMYND10	Group enriched	Spermatocytes,Late spermatids,Ciliated cells,Early spermatids
ENSG00000004846	ABCB5	Mixed high	detected=9.00%,high=1.00%
ENSG00000004848	ARX	Mixed high	detected=29.00%,high=9.00%
ENSG00000004864	SLC25A13	Ubiquitous low	detected=100.00%,high=90.00%
ENSG00000004866	ST7	Mixed high	detected=95.00%,high=43.00%
ENSG00000004897	CDC27	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000004939	SLC4A1	Highly enriched	Erythroid cells
ENSG00000004948	CALCR	Group enriched	Early spermatids,Microglial cells,Late spermatids
ENSG00000004961	HCCS	Ubiquitous low	detected=100.00%,high=82.00%
ENSG00000004975	DVL2	Mixed high	detected=97.00%,high=59.00%
ENSG00000005001	PRSS22	Mixed high	detected=54.00%,high=33.00%
ENSG00000005007	UPF1	Mixed high	detected=98.00%,high=85.00%
